Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
389,老中医神棍徳,埃提耶什,CN,2022-07-28 07:10:47,1m 17s,fJ1FbwnHLW73PK6h,https://classic.warcraftlogs.com/reports/fJ1FbwnHLW73PK6h?fight=18&source=7&type=healing,2622.28,289,289,691,641,6,2,1,0,1,2,15090.15,No,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,21.31,56.32,2.15,108.19,4.13,2193.22,83.64,[0LB 0I 5RG],33.33,[0LB 1I 4RG],16.67,16.67,No
390,奶油猪猪,希尔盖,CN,2022-06-09 21:42:03,1m 19s,nyYhDWdc9qbLjg7r,https://classic.warcraftlogs.com/reports/nyYhDWdc9qbLjg7r?fight=68&source=7&type=healing,2622.18,251,251,827,674,6,1,1,0,1,3,14899.33,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,10.45,54.97,2.1,0,0.0,2544.46,97.04,[0LB 0I 5RG],63.64,[0LB 2I 3RG],9.09,0.0,No
391,Bmorger,Venoxis,EU,2022-08-04 13:18:01,1m 15s,N1TxXD3aqRLrw7Fp,https://classic.warcraftlogs.com/reports/N1TxXD3aqRLrw7Fp?fight=23&source=3&type=healing,2622.16,210,210,805,697,6,1,2,1,1,1,15852.4,No,0,Yes,No,Direbrew Hops,Essence of the Martyr,97.44,1282.21,48.9,441.93,16.85,642.44,24.5,[2LB 1I 1RG],25.0,[2LB 2I 0RG],16.67,100.0,Yes
392,垚垚亡呮,奥罗,CN,2022-07-08 02:49:34,1m 17s,JzqhG6RAcxDVHCak,https://classic.warcraftlogs.com/reports/JzqhG6RAcxDVHCak?fight=14&source=36&type=healing,2621.89,145,145,780,632,7,1,1,1,1,3,16310.6,Yes,0,Yes,Yes,Essence of the Martyr,Memento of Tyrande,60.69,291.11,11.1,137.26,5.24,1996.25,76.14,[0LB 0I 5RG],23.08,[0LB 2I 3RG],15.38,30.77,No
393,Hamwee,Firemaw,EU,2022-07-21 14:14:26,1m 14s,Bj3NDFJp7znyvgRw,https://classic.warcraftlogs.com/reports/Bj3NDFJp7znyvgRw?fight=17&source=8&type=healing,2621.52,272,272,672,695,6,1,1,1,0,3,15247.06,No,0,Yes,No,Essence of the Martyr,Battlemaster's Perseverance,61.08,425.18,16.22,25.78,0.98,1951.75,74.45,[2LB 0I 0RG],15.38,[0LB 0I 5RG],15.38,38.46,No
394,三桶肯德基,震地者,CN,2022-07-18 08:08:56,1m 20s,P92YjbKMdmQpxCcg,https://classic.warcraftlogs.com/reports/P92YjbKMdmQpxCcg?fight=34&source=43&type=healing,2621.21,186,186,672,646,7,1,1,1,1,3,14824.0,No,0,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,92.26,821.95,31.36,288.54,11.01,1239.54,47.29,[2LB 1I 1RG],13.33,[1LB 2I 1RG],13.33,80.0,Yes
395,阿柯萌德,维克尼拉斯,CN,2022-06-30 08:32:54,1m 24s,xTQBJ3WwZMkX1KHq,https://classic.warcraftlogs.com/reports/xTQBJ3WwZMkX1KHq?fight=20&source=26&type=healing,2620.7,243,243,660,618,7,1,1,1,1,3,15854.76,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,63.24,330.58,12.61,94.99,3.62,2006.9,76.58,[0LB 1I 4RG],28.57,[0LB 0I 5RG],21.43,21.43,No
396,猫猫凯露,霜语,CN,2022-07-14 03:57:05,1m 20s,K26jv97mRNZMzAhJ,https://classic.warcraftlogs.com/reports/K26jv97mRNZMzAhJ?fight=11&source=33&type=healing,2620.59,269,269,759,672,6,1,2,1,0,2,13768.24,Yes,0,Yes,No,Direbrew Hops,Redeemer's Alchemist Stone,19.5,56.48,2.16,59.28,2.26,2325.03,88.72,[0LB 0I 5RG],36.36,[0LB 2I 3RG],18.18,9.09,No
397,波动狗,希尔盖,CN,2022-07-29 09:21:33,1m 14s,zjPN4FZrkaLHVR9Q,https://classic.warcraftlogs.com/reports/zjPN4FZrkaLHVR9Q?fight=37&source=19&type=healing,2619.39,124,124,810,683,6,1,1,1,1,2,15014.78,Yes,1,Yes,Yes,Direbrew Hops,Memento of Tyrande,85.4,555.95,21.22,138.12,5.27,1614.56,61.64,[0LB 0I 1RG],13.33,[1LB 0I 2RG],13.33,80.0,Yes
398,只点需求,沙顶,CN,2022-07-16 07:53:12,1m 26s,NnQdpPJGawZ9T1By,https://classic.warcraftlogs.com/reports/NnQdpPJGawZ9T1By?fight=33&source=2&type=healing,2618.81,248,248,747,693,6,1,1,2,0,2,14460.79,No,1,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,17.84,67.04,2.56,64.04,2.45,2366.54,90.37,[0LB 0I 5RG],42.86,[0LB 1I 4RG],21.43,21.43,No
399,萌新不是萌新,灰烬使者,CN,2022-06-18 04:02:54,1m 45s,wPg96CqVnAhZMTaR,https://classic.warcraftlogs.com/reports/wPg96CqVnAhZMTaR?fight=17&source=159&type=healing,2618.58,134,134,858,642,7,2,1,1,0,3,15157.94,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Direbrew Hops,57.64,308.69,11.79,0,0.0,2117.46,80.86,[0LB 1I 4RG],33.33,[2LB 0I 0RG],11.11,27.78,No
400,Aqenta,Faerlina,US,2022-07-10 19:33:08,1m 14s,789DwJTj24ZCahpV,https://classic.warcraftlogs.com/reports/789DwJTj24ZCahpV?fight=42&source=21&type=healing,2618.16,309,309,533,662,6,1,1,1,0,3,14700.99,Yes,1,Yes,No,Essence of the Martyr,Memento of Tyrande,55.65,285.1,10.89,74.93,2.86,1966.15,75.1,[0LB 2I 3RG],30.77,[0LB 0I 5RG],15.38,23.08,No
401,別逼我變身,维希度斯,CN,2022-08-13 00:40:14,1m 29s,YB1z6f7bwh2ZXmG4,https://classic.warcraftlogs.com/reports/YB1z6f7bwh2ZXmG4?fight=19&source=28&type=healing,2618.13,176,176,843,669,7,2,1,0,1,3,15546.53,Yes,0,Yes,Yes,Bangle of Endless Blessings,Essence of the Martyr,97.65,791.2,30.22,234.13,8.94,1501.95,57.37,[1LB 1I 2RG],29.41,[1LB 0I 1RG],11.76,94.12,Yes
402,肥鸟拯救世界,奥金斧,CN,2022-08-19 08:55:50,1m 30s,gJWCnpFjR9vX76zy,https://classic.warcraftlogs.com/reports/gJWCnpFjR9vX76zy?fight=22&source=31&type=healing,2618.04,309,309,709,675,6,1,1,0,1,3,14091.55,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,56.28,298.84,11.41,284.35,10.86,1777.35,67.89,[0LB 0I 5RG],25.0,[1LB 1I 0RG],12.5,50.0,No
403,Кельвиалун,Пламегор,EU,2022-08-25 12:51:30,1m 26s,HnxRBvMfDbLCkFhy,https://classic.warcraftlogs.com/reports/HnxRBvMfDbLCkFhy?fight=3&source=24&type=healing,2617.35,254,254,640,658,6,1,1,1,0,3,14351.93,No,0,Yes,No,Memento of Tyrande,Redeemer's Alchemist Stone,88.89,1061.82,40.57,149.55,5.71,1053.01,40.23,[2LB 1I 1RG],21.43,[2LB 0I 2RG],21.43,85.71,Yes
404,附欽的父親,埃提耶什,CN,2022-08-04 08:29:32,1m 38s,JbqjGN3Y2AhQFz9p,https://classic.warcraftlogs.com/reports/JbqjGN3Y2AhQFz9p?fight=23&source=19&type=healing,2616.36,269,269,893,673,7,1,1,1,1,3,13544.89,No,1,Yes,Yes,Direbrew Hops,Memento of Tyrande,92.85,675.71,25.83,185.13,7.08,1506.22,57.57,[1LB 0I 3RG],27.78,[0LB 0I 1RG],11.11,83.33,Yes
405,圣佑小牛,巴罗夫,CN,2022-07-28 08:39:07,1m 15s,CGBHr2wQx68nR3L1,https://classic.warcraftlogs.com/reports/CGBHr2wQx68nR3L1?fight=29&source=9&type=healing,2615.58,250,250,759,634,6,1,1,1,0,3,15910.16,Yes,0,Yes,Yes,Shifting Naaru Sliver,Redeemer's Alchemist Stone,91.61,568.21,21.72,342.32,13.09,1196.13,45.73,[1LB 2I 2RG],13.33,[0LB 1I 1RG],13.33,66.67,No
406,Illep,Gehennas,EU,2022-08-22 13:55:05,1m 12s,M3xrabHymhzTfc6V,https://classic.warcraftlogs.com/reports/M3xrabHymhzTfc6V?fight=32&source=13&type=healing,2615.17,188,188,581,652,6,1,1,1,1,2,15913.3,No,0,Yes,No,Essence of the Martyr,Memento of Tyrande,98.32,1552.9,59.38,280.37,10.72,706.69,27.02,[3LB 0I 1RG],21.43,[3LB 0I 2RG],21.43,92.86,Yes
407,牛徳花,狂野之刃,CN,2022-08-25 01:11:35,1m 21s,QkPhjyYxGbDq79Kt,https://classic.warcraftlogs.com/reports/QkPhjyYxGbDq79Kt?fight=10&source=13&type=healing,2614.8,301,301,734,662,6,1,1,0,1,3,14039.2,Yes,1,No,Yes,The Skull of Gul'dan,Memento of Tyrande,8.63,11.46,0.44,0,0.0,2253.9,86.2,[0LB 0I 4RG],36.36,[0LB 1I 4RG],27.27,9.09,No
408,Rwa,布鲁,CN,2022-07-09 07:31:41,1m 26s,nt7Xy2ZNTmQwxAaq,https://classic.warcraftlogs.com/reports/nt7Xy2ZNTmQwxAaq?fight=20&source=14&type=healing,2614.09,461,461,717,649,7,1,1,1,1,3,14451.36,No,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,98.73,1176.39,45.0,272.23,10.41,940.88,35.99,[2LB 0I 2RG],10.53,[2LB 2I 1RG],10.53,94.74,Yes
409,Gac,艾隆纳亚,CN,2022-08-29 08:10:06,1m 42s,y1q34MzvVRBgYPZp,https://classic.warcraftlogs.com/reports/y1q34MzvVRBgYPZp?fight=15&source=28&type=healing,2613.85,338,338,557,672,6,1,1,2,0,2,16906.5,Yes,0,Yes,No,Eye of Gruul,Memento of Tyrande,97.01,616.1,23.57,259.3,9.92,1647.21,63.02,[1LB 0I 2RG],31.58,[1LB 1I 2RG],26.32,94.74,Yes
410,天涯晓黑黑,维希度斯,CN,2022-08-08 10:27:59,1m 21s,8cGmxwZ4KWAgpz9a,https://classic.warcraftlogs.com/reports/8cGmxwZ4KWAgpz9a?fight=16&source=2&type=healing,2613.72,237,237,777,644,6,1,1,0,1,3,16792.08,Yes,1,Yes,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,19.67,120.48,4.61,36.12,1.38,2262.22,86.55,[0LB 0I 5RG],27.27,[0LB 0I 2RG],18.18,9.09,No
411,逺方,霜语,CN,2022-07-28 07:50:39,1m 16s,C3WXQ7GnJHgN8cyf,https://classic.warcraftlogs.com/reports/C3WXQ7GnJHgN8cyf?fight=20&source=8&type=healing,2612.66,301,301,794,696,6,1,1,0,1,3,15951.53,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,29.14,64.72,2.48,219.27,8.39,2284.7,87.45,[0LB 0I 5RG],33.33,[0LB 1I 4RG],16.67,8.33,No
412,更年期,怒炉,CN,2022-06-28 08:55:05,1m 49s,ck2wJ7MLXHm3CqvZ,https://classic.warcraftlogs.com/reports/ck2wJ7MLXHm3CqvZ?fight=17&source=8&type=healing,2612.59,290,290,685,664,6,1,1,2,0,2,14842.9,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,60.56,152.09,5.82,131.07,5.02,1978.54,75.73,[1LB 2I 2RG],16.67,[1LB 0I 4RG],11.11,44.44,No
413,Codax,Arugal (AU),US,2022-08-14 04:40:46,1m 19s,j2HBpVyMZ1JvkTDr,https://classic.warcraftlogs.com/reports/j2HBpVyMZ1JvkTDr?fight=31&source=7&type=healing,2612.56,239,239,624,662,6,1,1,1,0,3,16299.15,No,0,No,No,Direbrew Hops,Essence of the Martyr,99.72,2141.57,81.97,43.16,1.65,0.0,0.0,[3LB 2I 0RG],38.46,[2LB 3I 0RG],30.77,100.0,Yes
414,Winniesen,席瓦莱恩,CN,2022-06-25 09:57:30,1m 28s,Wdm1bDR2GPhM3tcj,https://classic.warcraftlogs.com/reports/Wdm1bDR2GPhM3tcj?fight=29&source=17&type=healing,2612.41,339,339,437,622,7,1,1,2,0,3,14473.46,Yes,0,Yes,No,Memento of Tyrande,Redeemer's Alchemist Stone,98.38,785.99,30.09,231.15,8.85,1418.41,54.3,[1LB 0I 1RG],17.65,[1LB 2I 1RG],17.65,94.12,Yes
415,Baranquilla,Golemagg,EU,2022-08-10 14:01:30,1m 20s,XKpzt3RTBJ8d4AvZ,https://classic.warcraftlogs.com/reports/XKpzt3RTBJ8d4AvZ?fight=26&source=4&type=healing,2611.15,236,236,709,664,6,1,1,1,0,3,16513.58,No,0,Yes,No,Direbrew Hops,Essence of the Martyr,86.59,1200.52,45.98,950.29,36.39,0.0,0.0,[2LB 3I 0RG],25.0,[1LB 4I 0RG],16.67,91.67,Yes
416,大德大威,范沃森,CN,2022-07-14 08:24:44,1m 6s,dMbqzJQBRTVtr3xp,https://classic.warcraftlogs.com/reports/dMbqzJQBRTVtr3xp?fight=7&source=2&type=healing,2610.85,300,300,690,685,5,1,1,1,0,2,14196.67,Yes,1,Yes,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,86.72,630.32,24.14,315.85,12.1,1360.73,52.12,[1LB 0I 1RG],25.0,[1LB 1I 3RG],12.5,75.0,Yes
417,许多奶大力,法琳娜,CN,2022-07-23 07:51:19,1m 28s,fvXb1xkVcNr3Fh84,https://classic.warcraftlogs.com/reports/fvXb1xkVcNr3Fh84?fight=20&source=1&type=healing,2609.17,302,302,726,685,7,1,1,1,1,3,15601.65,Yes,0,No,No,Direbrew Hops,Memento of Tyrande,35.46,394.73,15.13,153.96,5.9,1926.61,73.84,[0LB 0I 5RG],30.77,[2LB 0I 0RG],15.38,38.46,No
418,Tables,Mirage Raceway,EU,2022-05-17 13:41:49,1m 44s,J6Tfq7nCVjD8RdX9,https://classic.warcraftlogs.com/reports/J6Tfq7nCVjD8RdX9?fight=10&source=9&type=healing,2608.98,169,169,565,606,6,1,1,2,0,2,14413.23,Yes,0,Yes,No,Essence of the Martyr,Direbrew Hops,97.8,1728.67,66.26,620.3,23.78,192.24,7.37,[3LB 2I 0RG],31.25,[3LB 0I 1RG],31.25,100.0,Yes
419,八个小肥肥,维克尼拉斯,CN,2022-08-18 08:44:22,1m 47s,YNn1G3J6pfqmZv2Q,https://classic.warcraftlogs.com/reports/YNn1G3J6pfqmZv2Q?fight=20&source=4&type=healing,2608.87,482,482,769,672,6,1,1,1,1,2,14070.41,Yes,0,Yes,No,Essence of the Martyr,Redeemer's Alchemist Stone,98.17,1037.98,39.79,40.64,1.56,1237.17,47.42,[2LB 0I 3RG],15.79,[2LB 2I 1RG],10.53,78.95,Yes
420,小红冒,帕奇维克,CN,2022-08-19 10:06:57,1m 17s,whp9dFgQ4j1tMWYm,https://classic.warcraftlogs.com/reports/whp9dFgQ4j1tMWYm?fight=15&source=1&type=healing,2607.81,431,431,726,664,6,1,1,2,0,2,14652.57,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,80.68,393.61,15.09,7.29,0.28,2095.42,80.35,[0LB 1I 4RG],28.57,[3LB 0I 1RG],7.14,42.86,No
421,Schmoop,Faerlina,US,2022-06-29 20:14:06,1m 17s,AjqnwayfJ67C2KhR,https://classic.warcraftlogs.com/reports/AjqnwayfJ67C2KhR?fight=36&source=10&type=healing,2607.77,181,181,549,594,6,1,1,2,0,2,15204.73,No,1,Yes,No,Memento of Tyrande,Direbrew Hops,82.45,704.96,27.03,36.16,1.39,1674.69,64.22,[2LB 0I 1RG],7.69,[2LB 0I 3RG],7.69,61.54,No
422,呱咕哩,维希度斯,CN,2022-07-08 08:21:18,1m 23s,2V3xMmHAZQ14C7Gw,https://classic.warcraftlogs.com/reports/2V3xMmHAZQ14C7Gw?fight=26&source=22&type=healing,2606.87,292,292,657,680,6,1,1,1,0,3,13723.04,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,95.87,383.43,14.71,84.45,3.24,1965.37,75.39,[1LB 0I 4RG],21.05,[0LB 0I 1RG],21.05,63.16,No
423,你缺德呀,比格沃斯,CN,2022-05-28 08:33:47,1m 30s,MC7wYNfaV1R9WZPK,https://classic.warcraftlogs.com/reports/MC7wYNfaV1R9WZPK?fight=13&source=9&type=healing,2606.86,162,162,756,638,7,1,1,1,1,3,14481.88,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,60.13,509.55,19.55,88.52,3.4,1662.89,63.79,[0LB 0I 5RG],18.75,[3LB 1I 0RG],12.5,50.0,No
424,Oompa,Amnennar,EU,2022-08-07 15:54:28,1m 16s,8j1DNTcAVBYy6Pfm,https://classic.warcraftlogs.com/reports/8j1DNTcAVBYy6Pfm?fight=43&source=4&type=healing,2606.82,294,294,595,630,7,2,1,0,1,3,16408.94,Yes,0,Yes,No,Direbrew Hops,Essence of the Martyr,20.49,153.03,5.87,14.85,0.57,2385.3,91.5,[0LB 0I 5RG],50.0,[2LB 0I 0RG],16.67,25.0,No
425,小心动,奥罗,CN,2022-07-28 07:51:11,1m 16s,h9Htg7qG36z4wy2T,https://classic.warcraftlogs.com/reports/h9Htg7qG36z4wy2T?fight=11&source=153&type=healing,2606.66,223,223,745,666,6,1,1,1,0,3,14888.32,Yes,0,Yes,Yes,Essence of the Martyr,Memento of Tyrande,69.11,556.04,21.33,156.6,6.01,1454.76,55.81,[0LB 0I 1RG],20.0,[1LB 0I 2RG],20.0,60.0,No
426,缺德的组,加丁,CN,2022-07-21 08:16:13,1m 7s,dNWwAPjDrB1KQZty,https://classic.warcraftlogs.com/reports/dNWwAPjDrB1KQZty?fight=31&source=8&type=healing,2606.59,351,351,843,671,6,1,1,2,0,2,13275.47,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Darkmoon Card: Blue Dragon,87.41,497.41,19.08,232.64,8.93,1439.62,55.23,[0LB 0I 1RG],21.43,[1LB 1I 0RG],14.29,71.43,Yes
427,优秀工具人丶,维克尼拉斯,CN,2022-06-25 08:34:22,1m 32s,JhtP7pLkYxdGKvaW,https://classic.warcraftlogs.com/reports/JhtP7pLkYxdGKvaW?fight=41&source=6&type=healing,2606.42,277,277,662,613,6,2,1,1,1,1,12419.71,Yes,1,No,Yes,Essence of the Martyr,Direbrew Hops,15.16,71.62,2.75,0,0.0,2467.33,94.66,[0LB 0I 5RG],61.54,[0LB 1I 4RG],15.38,15.38,No
428,唯梦闲人,火锤,CN,2022-08-04 21:49:03,1m 25s,MH6tqY7xT9gzBrf2,https://classic.warcraftlogs.com/reports/MH6tqY7xT9gzBrf2?fight=21&source=1&type=healing,2606.4,209,209,833,694,6,1,1,0,1,3,12844.97,Yes,1,Yes,Yes,Pendant of the Violet Eye,Redeemer's Alchemist Stone,19.1,194.97,7.48,53.11,2.04,2257.5,86.61,[0LB 0I 5RG],38.46,[0LB 0I 4RG],15.38,23.08,No
429,悟空带我飞,奥罗,CN,2022-07-24 09:59:07,1m 12s,QAR6pxLWqtVvkzdX,https://classic.warcraftlogs.com/reports/QAR6pxLWqtVvkzdX?fight=20&source=28&type=healing,2606.16,250,250,714,654,6,1,1,0,1,3,13879.32,Yes,0,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,88.75,530.81,20.37,254.99,9.78,1126.95,43.24,[1LB 0I 2RG],23.08,[1LB 1I 0RG],15.38,84.62,Yes
430,百变小樱,诺格弗格,CN,2022-08-19 07:43:39,1m 42s,7b92TvgJMtNjXq3m,https://classic.warcraftlogs.com/reports/7b92TvgJMtNjXq3m?fight=15&source=16&type=healing,2605.93,239,239,736,668,7,1,1,2,0,3,14666.29,Yes,0,No,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,97.51,866.96,33.27,348.85,13.39,1201.35,46.1,[1LB 1I 2RG],29.41,[1LB 2I 1RG],17.65,94.12,Yes
431,童话老甘,法琳娜,CN,2022-08-15 08:22:06,1m 46s,qtTn2rBxgc3dfbLH,https://classic.warcraftlogs.com/reports/qtTn2rBxgc3dfbLH?fight=25&source=15&type=healing,2605.01,245,245,810,645,6,1,1,0,1,3,14737.48,Yes,1,Yes,Yes,Battlemaster's Alacrity,Redeemer's Alchemist Stone,27.32,217.21,8.34,457.88,17.58,1747.75,67.09,[0LB 1I 4RG],29.41,[0LB 2I 3RG],23.53,23.53,No
432,柚子超甜,灰烬使者,CN,2022-07-07 08:34:52,1m 8s,yBdXVHtMRpxFJ9W6,https://classic.warcraftlogs.com/reports/yBdXVHtMRpxFJ9W6?fight=24&source=12&type=healing,2604.17,260,260,812,676,6,1,1,0,1,3,13997.28,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,24.12,32.61,1.25,51.51,1.98,2264.52,86.96,[0LB 1I 4RG],30.0,[0LB 0I 5RG],30.0,10.0,No
433,维生素西,匕首岭,CN,2022-07-01 02:11:52,1m 36s,W4MkrDJYTHKvcmP7,https://classic.warcraftlogs.com/reports/W4MkrDJYTHKvcmP7?fight=16&source=3&type=healing,2603.09,402,339,733,694,6,1,1,1,0,3,14417.34,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,0,0,0.0,0,0.0,2453.74,94.26,[0LB 0I 5RG],66.67,[0LB 1I 4RG],20.0,0.0,No
434,Dixia,Auberdine,EU,2022-08-18 14:54:33,1m 11s,jx1R7tqfvhpNyz2W,https://classic.warcraftlogs.com/reports/jx1R7tqfvhpNyz2W?fight=32&source=28&type=healing,2602.71,254,254,593,660,6,1,1,2,0,2,16640.7,No,1,Yes,No,Direbrew Hops,Essence of the Martyr,65.73,252.97,9.72,197.9,7.6,1844.33,70.86,[0LB 3I 2RG],18.18,[3LB 2I 0RG],9.09,27.27,No
435,호따기,로크홀라,KR,2022-08-07 01:09:46,1m 14s,WwDVhrHYRJj78tLn,https://classic.warcraftlogs.com/reports/WwDVhrHYRJj78tLn?fight=35&source=11&type=healing,2602.57,206,126,514,612,6,1,1,1,1,2,14505.48,No,0,Yes,No,Redeemer's Alchemist Stone,Memento of Tyrande,96.51,1642.16,63.1,32.13,1.23,911.49,35.02,[3LB 0I 1RG],53.85,[3LB 0I 2RG],23.08,100.0,Yes
436,德鲁大叔儿,加丁,CN,2022-06-30 08:45:38,1m 48s,y2ZCcqDrdM7k4KQm,https://classic.warcraftlogs.com/reports/y2ZCcqDrdM7k4KQm?fight=36&source=25&type=healing,2602.41,272,272,794,667,7,1,1,1,1,3,14604.89,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,80.93,536.02,20.6,228.46,8.78,1458.93,56.06,[0LB 0I 1RG],9.52,[1LB 1I 2RG],9.52,66.67,No
437,追寻伱的轨迹,莫格莱尼,CN,2022-08-27 07:54:28,1m 37s,LwDVTpydjcKgR1xr,https://classic.warcraftlogs.com/reports/LwDVTpydjcKgR1xr?fight=12&source=55&type=healing,2602.15,227,227,707,606,7,1,1,1,1,3,16056.08,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,44.51,203.39,7.82,14.15,0.54,2135.19,82.05,[0LB 1I 4RG],21.43,[0LB 0I 3RG],14.29,28.57,No
438,心兮,范克瑞斯,CN,2022-06-30 07:28:01,1m 17s,HV1rgAa6cp2xnwJL,https://classic.warcraftlogs.com/reports/HV1rgAa6cp2xnwJL?fight=8&source=11&type=healing,2601.41,287,287,699,605,6,1,1,0,2,2,16114.92,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,85.55,648.01,24.91,164.8,6.34,1553.45,59.72,[0LB 3I 2RG],21.43,[0LB 1I 2RG],14.29,35.71,No
439,Tesorinoo,Firemaw,EU,2022-05-19 15:57:26,1m 42s,y1kVQF4Gh6NmRbvL,https://classic.warcraftlogs.com/reports/y1kVQF4Gh6NmRbvL?fight=18&source=49&type=healing,2600.62,197,197,493,657,6,1,1,1,0,3,13969.0,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Essence of the Martyr,13.63,25.4,0.98,277.47,10.67,2233.83,85.9,[0LB 0I 5RG],42.86,[0LB 1I 4RG],21.43,0.0,No
440,花若,范克瑞斯,CN,2022-06-23 08:21:20,1m 28s,VwW6YxTKnAjvfXBM,https://classic.warcraftlogs.com/reports/VwW6YxTKnAjvfXBM?fight=20&source=1&type=healing,2599.54,248,248,674,640,6,1,1,1,0,3,14585.72,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,98.42,818.15,31.47,351.72,13.53,1202.28,46.25,[1LB 1I 1RG],20.0,[1LB 2I 1RG],20.0,100.0,Yes
441,牛牛上投,震地者,CN,2022-07-22 08:32:39,1m 12s,RYgHL3rqpZxwmdB8,https://classic.warcraftlogs.com/reports/RYgHL3rqpZxwmdB8?fight=20&source=18&type=healing,2599.29,342,342,683,685,6,1,1,1,0,3,16916.52,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,87.9,622.64,23.95,15.96,0.61,1659.68,63.85,[1LB 0I 4RG],14.29,[1LB 1I 3RG],14.29,78.57,Yes
442,留我一丝血,德姆塞卡尔,CN,2022-07-22 07:58:42,1m 32s,GjzpxyJa2wv7NCWD,https://classic.warcraftlogs.com/reports/GjzpxyJa2wv7NCWD?fight=33&source=26&type=healing,2599.24,395,395,646,679,6,1,1,1,1,2,13635.96,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,44.57,208.61,8.03,97.05,3.73,2017.84,77.63,[0LB 1I 4RG],17.65,[0LB 1I 1RG],11.76,29.41,No
443,Verbalén,Earthshaker,EU,2022-08-03 14:03:04,1m 17s,WPbnqNx4AkDmKF1r,https://classic.warcraftlogs.com/reports/WPbnqNx4AkDmKF1r?fight=23&source=4&type=healing,2599.24,238,238,583,628,6,1,1,2,0,2,15216.21,No,0,No,No,Glimmering Naaru Sliver,Memento of Tyrande,98.89,2242.77,86.29,67.94,2.61,104.09,4.0,[3LB 2I 0RG],75.0,[3LB 1I 0RG],16.67,100.0,Yes
444,热心市民胖胖,德姆塞卡尔,CN,2022-08-11 01:53:28,1m 22s,vqZ4Ahb21HtKky9r,https://classic.warcraftlogs.com/reports/vqZ4Ahb21HtKky9r?fight=17&source=22&type=healing,2599.23,398,398,635,665,6,1,1,0,1,3,13457.06,Yes,1,Yes,Yes,Bangle of Endless Blessings,Redeemer's Alchemist Stone,90.94,499.5,19.22,169.0,6.5,1653.11,63.6,[1LB 1I 3RG],18.75,[1LB 0I 4RG],18.75,81.25,Yes
445,Diya,Venoxis,EU,2022-08-14 12:19:55,1m 23s,xzaVFMRq3BTgX1K8,https://classic.warcraftlogs.com/reports/xzaVFMRq3BTgX1K8?fight=48&source=26&type=healing,2598.96,166,166,646,650,6,1,1,1,1,2,13992.15,Yes,0,Yes,No,Direbrew Hops,Medallion of the Alliance,91.3,1004.84,38.66,341.96,13.16,1001.57,38.54,[1LB 0I 2RG],20.0,[1LB 1I 1RG],13.33,93.33,Yes
