Rank,Name,Server,Region,Date,Duration,ReportID,ReportLink,HPS,HasteSummary,HasteGear,Spirit,Intellect,TotalHealers,nDruid,nPaladin,nHPriest,nDPriest,nShaman,RaidDamageTakenPerSecond,VampiricTouch,InnervateCount,Bloodlust,NaturesGrace,Trinket1,Trinket2,LifebloomUptime,LifebloomHPS,LifebloomPercentHPS,RejuvenationHPS,RejuvenationPercentHPS,RegrowthHPS,RegrowthPercentHPS,Rotation1,Rotation1Percent,Rotation2,Rotation2Percent,TankRotationPercent,RotatingOnTank
57,阿基蕾拉,碧空之歌,CN,2022-08-26 09:17:04,1m 22s,f6QmdkPvrGaVWxb4,https://classic.warcraftlogs.com/reports/f6QmdkPvrGaVWxb4?fight=22&source=3&type=healing,2680.27,315,315,819,675,6,1,1,0,1,3,14971.8,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,28.06,172.76,6.45,0,0.0,2461.94,91.85,[0LB 0I 5RG],53.85,[0LB 0I 2RG],7.69,15.38,No
58,祭随,雷德,CN,2022-07-23 08:29:21,1m 11s,jCwgQAq2L48NDPcW,https://classic.warcraftlogs.com/reports/jCwgQAq2L48NDPcW?fight=19&source=7&type=healing,2672.97,387,387,756,633,5,1,1,0,1,2,13950.36,Yes,0,No,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,98.51,692.36,25.9,124.11,4.64,1589.83,59.48,[2LB 0I 3RG],15.38,[2LB 1I 2RG],7.69,84.62,Yes
59,台式排骨大王,卓越,CN,2022-06-13 10:28:54,1m 39s,An8jDYzVBhMXd9cK,https://classic.warcraftlogs.com/reports/An8jDYzVBhMXd9cK?fight=33&source=3&type=healing,2672.38,267,267,678,658,7,1,2,0,1,3,15481.71,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,19.34,94.6,3.54,25.12,0.94,2384.45,89.23,[0LB 0I 5RG],35.71,[0LB 1I 4RG],28.57,14.29,No
60,一杯马爹利,雷霆之击,CN,2022-05-31 08:53:46,1m 53s,q8mazB2xyXK7fAGw,https://classic.warcraftlogs.com/reports/q8mazB2xyXK7fAGw?fight=29&source=36&type=healing,2658.99,215,215,599,625,7,1,2,1,0,3,14050.86,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,94.62,737.0,27.72,198.64,7.47,1527.52,57.45,[1LB 0I 2RG],16.67,[1LB 0I 1RG],12.5,87.5,Yes
61,Jasedruid,Benediction,US,2022-06-30 22:46:30,1m 17s,xwdX4m9WPhTcaHFk,https://classic.warcraftlogs.com/reports/xwdX4m9WPhTcaHFk?fight=26&source=10&type=healing,2658.22,321,321,536,657,6,1,1,1,1,2,15717.49,Yes,0,Yes,No,Direbrew Hops,Essence of the Martyr,55.01,602.3,22.66,0,0.0,1872.42,70.44,[0LB 0I 1RG],15.38,[0LB 0I 5RG],15.38,46.15,No
62,丨照美冥丨,帕奇维克,CN,2022-07-08 08:11:50,1m 33s,QpHFJmvdXKCjDtBh,https://classic.warcraftlogs.com/reports/QpHFJmvdXKCjDtBh?fight=22&source=5&type=healing,2650.74,308,308,723,606,6,1,1,0,1,3,12934.17,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,22.08,118.26,4.46,56.24,2.12,2352.72,88.76,[0LB 0I 5RG],50.0,[0LB 1I 4RG],14.29,14.29,No
63,假奶亮,巴罗夫,CN,2022-07-28 08:07:50,1m 7s,DC1G4wqWg7rjtApR,https://classic.warcraftlogs.com/reports/DC1G4wqWg7rjtApR?fight=12&source=18&type=healing,2648.09,258,258,757,623,5,1,0,1,0,3,13066.49,Yes,1,Yes,Yes,Memento of Tyrande,Darkmoon Card: Blue Dragon,95.79,736.0,27.79,293.56,11.09,1373.46,51.87,[1LB 1I 3RG],14.29,[0LB 0I 1RG],7.14,85.71,Yes
64,瞌睡丶丶,火锤,CN,2022-07-12 09:48:08,1m 41s,aqcMnHxA2jTKkWf4,https://classic.warcraftlogs.com/reports/aqcMnHxA2jTKkWf4?fight=35&source=25&type=healing,2644.15,260,260,726,679,7,1,1,0,1,4,14921.02,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,42.17,148.09,5.6,260.61,9.86,1855.84,70.19,[0LB 1I 4RG],22.22,[1LB 0I 4RG],11.11,44.44,No
65,柚彩,骨火,CN,2022-07-21 08:37:04,1m 25s,gGFK2af9Jh1T4CQB,https://classic.warcraftlogs.com/reports/gGFK2af9Jh1T4CQB?fight=18&source=28&type=healing,2636.63,270,270,770,636,7,1,1,1,1,3,13602.37,Yes,0,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,61.56,279.08,10.58,58.59,2.22,1930.2,73.21,[0LB 1I 4RG],20.0,[1LB 0I 4RG],13.33,46.67,No
66,橘子味的猫,加丁,CN,2022-08-25 07:51:49,1m 39s,2bFVaYvRT7B8Pgrc,https://classic.warcraftlogs.com/reports/2bFVaYvRT7B8Pgrc?fight=25&source=1&type=healing,2631.21,329,329,728,689,6,1,1,2,0,2,13851.17,Yes,0,No,Yes,Glimmering Naaru Sliver,Darkmoon Card: Blue Dragon,91.29,358.87,13.64,315.5,11.99,1475.23,56.07,[1LB 2I 2RG],10.53,[1LB 1I 3RG],10.53,73.68,Yes
67,坐墙头等绿杏,莫格莱尼,CN,2022-07-07 07:46:44,1m 24s,39CB7aGXc4xm1KHJ,https://classic.warcraftlogs.com/reports/39CB7aGXc4xm1KHJ?fight=11&source=24&type=healing,2631.08,300,300,637,619,7,2,1,1,1,2,14907.66,No,0,No,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,54.09,190.06,7.22,348.71,13.25,1888.88,71.79,[2LB 0I 0RG],13.33,[1LB 0I 3RG],13.33,40.0,No
68,呆萌德,维希度斯,CN,2022-08-18 07:34:35,1m 43s,1WGk4LdBjHg6Tr87,https://classic.warcraftlogs.com/reports/1WGk4LdBjHg6Tr87?fight=13&source=23&type=healing,2623.58,359,359,827,657,6,1,1,1,0,3,16346.99,Yes,1,Yes,Yes,Direbrew Hops,Redeemer's Alchemist Stone,73.43,430.61,16.41,172.45,6.57,1790.35,68.24,[1LB 1I 3RG],22.22,[0LB 0I 1RG],5.56,66.67,No
69,阿基蕾拉,碧空之歌,CN,2022-08-04 07:59:13,1m 21s,1WytKfMwLZca9DPC,https://classic.warcraftlogs.com/reports/1WytKfMwLZca9DPC?fight=5&source=1&type=healing,2623.39,315,315,819,675,6,1,1,0,1,3,13889.99,Yes,1,Yes,Yes,Scarab of the Infinite Cycle,Redeemer's Alchemist Stone,23.49,70.52,2.69,46.18,1.76,2420.82,92.28,[0LB 0I 5RG],50.0,[0LB 1I 4RG],16.67,8.33,No
70,假奶亮,巴罗夫,CN,2022-06-02 08:16:54,1m 22s,WwcPRMQbB8D4n9Ad,https://classic.warcraftlogs.com/reports/WwcPRMQbB8D4n9Ad?fight=25&source=19&type=healing,2619.12,283,283,523,667,6,1,1,1,0,3,15757.15,Yes,1,Yes,Yes,Memento of Tyrande,Direbrew Hops,71.82,406.66,15.53,56.92,2.17,1813.0,69.22,[0LB 2I 3RG],23.08,[0LB 1I 4RG],23.08,38.46,No
71,丨照美冥丨,帕奇维克,CN,2022-06-23 07:52:49,1m 56s,CgtWFwXJ6mzK2BpN,https://classic.warcraftlogs.com/reports/CgtWFwXJ6mzK2BpN?fight=74&source=515&type=healing,2611.99,341,341,747,632,6,1,1,0,1,3,13175.3,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,8.05,38.96,1.49,37.61,1.44,2413.53,92.4,[0LB 0I 5RG],58.82,[0LB 1I 4RG],23.53,5.88,No
72,祭随,雷德,CN,2022-05-28 08:14:16,1m 33s,6Y1jnKfpGCDWBymd,https://classic.warcraftlogs.com/reports/6Y1jnKfpGCDWBymd?fight=20&source=3&type=healing,2611.24,393,393,721,633,7,1,1,1,1,3,14936.76,Yes,0,Yes,No,Scarab of the Infinite Cycle,Darkmoon Card: Blue Dragon,98.19,709.23,27.16,121.25,4.64,1679.22,64.31,[1LB 1I 2RG],26.67,[1LB 0I 4RG],20.0,100.0,Yes
73,丨照美冥丨,帕奇维克,CN,2022-08-20 08:20:42,1m 40s,dQ8gk4RzJq2rXnc9,https://classic.warcraftlogs.com/reports/dQ8gk4RzJq2rXnc9?fight=27&source=44&type=healing,2609.57,341,341,747,632,7,1,1,1,1,3,15522.83,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,14.82,95.9,3.67,105.62,4.05,2230.49,85.47,[0LB 0I 5RG],43.75,[0LB 1I 4RG],18.75,18.75,No
74,一杯马爹利,雷霆之击,CN,2022-06-30 01:18:08,2m 34s,BrqHv6GkTQf9FL4C,https://classic.warcraftlogs.com/reports/BrqHv6GkTQf9FL4C?fight=16&source=37&type=healing,2596.97,342,342,762,658,7,1,1,1,1,3,14077.04,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,37.31,234.0,9.01,32.11,1.24,2131.22,82.07,[0LB 0I 5RG],39.13,[0LB 1I 4RG],17.39,13.04,No
75,瞌睡丶丶,火锤,CN,2022-08-22 08:15:16,1m 28s,xZ96PHcbACLQNzXV,https://classic.warcraftlogs.com/reports/xZ96PHcbACLQNzXV?fight=24&source=10&type=healing,2594.69,435,435,638,666,6,1,1,0,1,3,14975.5,Yes,1,No,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,13.3,125.91,4.85,237.22,9.14,1900.01,73.23,[0LB 1I 4RG],40.0,[0LB 2I 3RG],20.0,20.0,No
76,破曉丶,埃提耶什,CN,2022-07-08 22:05:24,1m 29s,nA81PLwJD6jkraMG,https://classic.warcraftlogs.com/reports/nA81PLwJD6jkraMG?fight=29&source=4&type=healing,2588.67,351,351,780,666,6,1,1,0,1,3,13477.88,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,96.41,617.2,23.84,240.0,9.27,1462.49,56.5,[1LB 0I 3RG],26.32,[1LB 1I 0RG],15.79,94.74,Yes
77,Jasedruid,Benediction,US,2022-07-28 22:26:36,1m 7s,H6w8TDnvQVpgMWYJ,https://classic.warcraftlogs.com/reports/H6w8TDnvQVpgMWYJ?fight=21&source=17&type=healing,2586.91,347,347,574,660,6,1,1,1,1,2,14693.64,Yes,1,Yes,No,Direbrew Hops,Essence of the Martyr,32.93,200.64,7.76,77.36,2.99,2074.74,80.2,[0LB 1I 4RG],30.0,[0LB 0I 5RG],30.0,20.0,No
78,祭随,雷德,CN,2022-07-07 08:46:55,1m 20s,4FNyDzMxPTqfHVhj,https://classic.warcraftlogs.com/reports/4FNyDzMxPTqfHVhj?fight=37&source=22&type=healing,2584.86,387,387,724,639,6,1,1,0,1,3,14529.52,Yes,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,61.01,304.4,11.78,51.16,1.98,1924.0,74.43,[0LB 0I 1RG],21.43,[0LB 1I 4RG],14.29,50.0,No
79,阿基蕾拉,碧空之歌,CN,2022-06-30 08:04:36,1m 17s,cnfvXZ8q9kPz2dg1,https://classic.warcraftlogs.com/reports/cnfvXZ8q9kPz2dg1?fight=26&source=7&type=healing,2583.08,223,223,743,634,6,1,1,0,1,3,14868.97,Yes,1,Yes,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,0,0,0.0,21.78,0.84,2419.51,93.67,[0LB 0I 5RG],54.55,[0LB 1I 4RG],36.36,0.0,No
80,阿基蕾拉,碧空之歌,CN,2022-07-21 07:25:19,1m 25s,rdzWfcX1V7QDwhPN,https://classic.warcraftlogs.com/reports/rdzWfcX1V7QDwhPN?fight=20&source=12&type=healing,2568.46,253,253,715,635,6,1,1,0,1,3,13033.57,Yes,1,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,13.61,76.89,2.99,0,0.0,2388.52,92.99,[0LB 0I 5RG],53.85,[0LB 1I 4RG],15.38,15.38,No
81,泻停封,巨人追猎者,CN,2022-06-23 08:51:52,1m 35s,YMdbLGjBAtTCP8HK,https://classic.warcraftlogs.com/reports/YMdbLGjBAtTCP8HK?fight=35&source=117&type=healing,2562.54,344,344,729,654,6,1,1,1,1,2,13954.81,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,49.01,307.39,12.0,67.04,2.62,1841.06,71.85,[0LB 1I 4RG],18.75,[0LB 0I 5RG],12.5,43.75,No
82,台式排骨大王,卓越,CN,2022-06-20 09:21:49,1m 33s,1jJzaNM4XdWLvfVk,https://classic.warcraftlogs.com/reports/1jJzaNM4XdWLvfVk?fight=23&source=7&type=healing,2547.99,299,299,750,678,7,1,2,0,1,3,14545.9,Yes,1,Yes,Yes,Memento of Tyrande,Redeemer's Alchemist Stone,26.02,204.86,8.04,34.45,1.35,2110.56,82.83,[0LB 0I 5RG],33.33,[0LB 1I 4RG],26.67,20.0,No
83,一杯马爹利,雷霆之击,CN,2022-05-21 10:47:48,1m 48s,4KBgQthNM3WyzLq9,https://classic.warcraftlogs.com/reports/4KBgQthNM3WyzLq9?fight=15&source=12&type=healing,2545.06,165,165,447,603,7,1,1,2,0,3,14007.2,Yes,2,No,Yes,Direbrew Hops,Essence of the Martyr,46.13,198.52,7.8,19.54,0.77,2110.03,82.91,[0LB 1I 4RG],18.75,[1LB 0I 3RG],12.5,37.5,No
84,Mmd,沙顶,CN,2022-07-21 08:37:55,1m 14s,gM9bG8dwxTN1j2pV,https://classic.warcraftlogs.com/reports/gM9bG8dwxTN1j2pV?fight=34&source=25&type=healing,2541.49,292,292,646,643,5,0,1,1,0,3,15752.85,No,0,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,90.06,708.94,27.89,221.62,8.72,1417.72,55.78,[1LB 0I 3RG],20.0,[0LB 0I 2RG],13.33,86.67,Yes
85,呆萌德,维希度斯,CN,2022-07-18 07:27:40,1m 25s,4C6fmAFP1rnKtVwp,https://classic.warcraftlogs.com/reports/4C6fmAFP1rnKtVwp?fight=14&source=4&type=healing,2539.78,309,309,663,663,5,0,1,1,0,3,14150.71,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,94.51,631.87,24.88,231.74,9.12,1609.24,63.36,[1LB 0I 4RG],17.65,[0LB 0I 1RG],11.76,82.35,Yes
86,祭随,雷德,CN,2022-08-25 09:35:27,1m 0s,r29tVmnZPDycqAvG,https://classic.warcraftlogs.com/reports/r29tVmnZPDycqAvG?fight=23&source=19&type=healing,2538.79,387,387,756,633,5,1,1,0,1,2,13029.29,Yes,0,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,79.28,222.54,8.77,180.96,7.13,1967.68,77.5,[1LB 1I 2RG],30.0,[1LB 0I 4RG],20.0,80.0,Yes
87,财富顾问,席瓦莱恩,CN,2022-07-23 07:27:28,1m 24s,frX6CwL41xFyYBJH,https://classic.warcraftlogs.com/reports/frX6CwL41xFyYBJH?fight=15&source=21&type=healing,2529.97,269,269,705,673,6,1,1,1,0,3,13916.13,Yes,1,Yes,Yes,Scarab of the Infinite Cycle,Memento of Tyrande,86.79,624.76,24.69,369.25,14.6,1426.43,56.38,[1LB 1I 3RG],18.75,[0LB 0I 2RG],12.5,68.75,No
88,一包牛肉干,雷霆之击,CN,2022-08-13 01:20:57,1m 48s,3TYxd9QJFNhcgWw2,https://classic.warcraftlogs.com/reports/3TYxd9QJFNhcgWw2?fight=22&source=25&type=healing,2520.72,293,293,695,685,6,2,1,1,0,2,16140.45,Yes,0,No,No,Memento of Tyrande,Redeemer's Alchemist Stone,84.55,633.35,25.13,171.8,6.82,1264.01,50.14,[1LB 0I 1RG],22.73,[1LB 1I 2RG],22.73,72.73,Yes
89,瞌睡丶丶,火锤,CN,2022-06-07 09:30:29,1m 45s,18ANTfxFpRvHBy4C,https://classic.warcraftlogs.com/reports/18ANTfxFpRvHBy4C?fight=18&source=6&type=healing,2520.38,207,207,669,654,7,1,2,1,1,2,14965.16,Yes,1,No,Yes,Memento of Tyrande,Direbrew Hops,14.57,30.94,1.23,153.05,6.07,1996.53,79.22,[0LB 1I 4RG],33.33,[0LB 2I 3RG],13.33,13.33,No
90,一杯马爹利,雷霆之击,CN,2022-06-12 02:10:27,1m 26s,cMJNryPtKwnTjZ7m,https://classic.warcraftlogs.com/reports/cMJNryPtKwnTjZ7m?fight=22&source=1&type=healing,2519.81,266,266,703,642,6,1,1,1,0,3,14600.0,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,60.46,408.72,16.22,42.55,1.69,1849.79,73.41,[0LB 0I 5RG],14.29,[0LB 1I 4RG],14.29,57.14,No
91,财富顾问,席瓦莱恩,CN,2022-06-18 07:30:25,1m 54s,hpdLFrt981vngYGH,https://classic.warcraftlogs.com/reports/hpdLFrt981vngYGH?fight=17&source=17&type=healing,2518.09,285,285,705,665,6,1,1,1,0,3,14181.5,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,63.88,335.72,13.33,40.93,1.63,1925.05,76.45,[0LB 1I 4RG],15.0,[1LB 0I 3RG],10.0,55.0,No
92,一杯马爹利,雷霆之击,CN,2022-07-14 23:07:19,1m 55s,x9Y2BGKfwrFRNdcg,https://classic.warcraftlogs.com/reports/x9Y2BGKfwrFRNdcg?fight=19&source=9&type=healing,2516.84,212,212,535,691,7,2,1,0,1,3,12903.71,Yes,2,No,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,28.54,118.69,4.72,11.29,0.45,2270.76,90.22,[0LB 0I 5RG],47.06,[0LB 1I 4RG],23.53,17.65,No
93,阿基蕾拉,碧空之歌,CN,2022-05-20 09:37:21,1m 49s,YkX2jdh3CfQw7nrH,https://classic.warcraftlogs.com/reports/YkX2jdh3CfQw7nrH?fight=2&source=8&type=healing,2510.63,199,199,683,602,7,1,2,2,0,2,15228.16,Yes,1,Yes,Yes,Scarab of the Infinite Cycle,Alchemist Stone,1.09,2.33,0.09,101.56,4.05,2246.38,89.47,[0LB 0I 5RG],53.33,[0LB 1I 4RG],26.67,0.0,No
94,财富顾问,席瓦莱恩,CN,2022-06-04 22:17:12,1m 25s,tmYqRWZja1yFGvfN,https://classic.warcraftlogs.com/reports/tmYqRWZja1yFGvfN?fight=26&source=15&type=healing,2506.97,307,307,545,718,6,1,1,2,0,2,15266.25,Yes,0,Yes,Yes,Essence of the Martyr,Memento of Tyrande,80.03,537.19,21.43,193.23,7.71,1557.74,62.14,[2LB 0I 0RG],11.76,[1LB 0I 1RG],11.76,64.71,No
95,财富顾问,席瓦莱恩,CN,2022-07-03 01:36:50,1m 18s,xm6cNXpAM41TzZ9G,https://classic.warcraftlogs.com/reports/xm6cNXpAM41TzZ9G?fight=13&source=2&type=healing,2502.13,269,269,737,667,6,1,1,2,0,2,14725.14,Yes,1,Yes,Yes,Scarab of the Infinite Cycle,Memento of Tyrande,90.73,653.99,26.14,287.29,11.48,1310.95,52.39,[1LB 0I 4RG],21.43,[0LB 0I 1RG],14.29,78.57,Yes
96,柚彩,骨火,CN,2022-06-09 09:40:40,1m 41s,C7xrvWfJzBq92b8c,https://classic.warcraftlogs.com/reports/C7xrvWfJzBq92b8c?fight=9&source=25&type=healing,2501.71,215,215,679,633,7,1,1,2,0,3,13881.75,Yes,0,Yes,No,Memento of Tyrande,Redeemer's Alchemist Stone,82.15,477.96,19.11,0,0.0,1877.19,75.04,[1LB 0I 3RG],43.75,[1LB 0I 4RG],12.5,81.25,Yes
97,丨照美冥丨,帕奇维克,CN,2022-07-29 07:45:59,1m 36s,ZL2tWqcTXCG8A9nk,https://classic.warcraftlogs.com/reports/ZL2tWqcTXCG8A9nk?fight=17&source=22&type=healing,2500.5,341,341,715,638,7,1,1,1,1,3,14582.85,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,9.79,47.39,1.9,66.05,2.64,2276.44,91.04,[0LB 0I 5RG],43.75,[0LB 1I 4RG],31.25,12.5,No
98,破曉丶,埃提耶什,CN,2022-07-29 21:34:19,1m 31s,avRVmZcfyLYw9dH3,https://classic.warcraftlogs.com/reports/avRVmZcfyLYw9dH3?fight=22&source=1&type=healing,2497.42,361,361,837,677,6,1,1,0,1,3,14306.17,No,1,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,98.98,675.74,27.06,262.58,10.51,1421.82,56.93,[1LB 0I 3RG],21.05,[1LB 1I 1RG],15.79,100.0,Yes
99,泻停封,巨人追猎者,CN,2022-07-11 08:16:07,1m 36s,TxQhJ4bBkp23HVgv,https://classic.warcraftlogs.com/reports/TxQhJ4bBkp23HVgv?fight=22&source=25&type=healing,2497.25,344,344,729,654,7,1,1,1,1,3,14263.51,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,90.45,625.74,25.06,32.18,1.29,1321.86,52.93,[0LB 3I 2RG],16.67,[0LB 2I 1RG],11.11,44.44,No
100,Me,奥罗,CN,2022-06-23 08:33:40,1m 25s,PgHKFNhXDrMdTB8z,https://classic.warcraftlogs.com/reports/PgHKFNhXDrMdTB8z?fight=32&source=21&type=healing,2490.81,170,170,822,689,7,1,1,1,1,3,15350.15,No,0,Yes,No,Scarab of the Infinite Cycle,Direbrew Hops,97.2,727.5,29.21,290.55,11.66,1085.76,43.59,[1LB 0I 2RG],18.75,[1LB 0I 1RG],12.5,87.5,Yes
101,泻停封,巨人追猎者,CN,2022-06-16 08:06:36,1m 20s,k4MBW6DRKtGazPCq,https://classic.warcraftlogs.com/reports/k4MBW6DRKtGazPCq?fight=33&source=77&type=healing,2490.66,344,344,698,660,6,1,1,1,1,2,14656.44,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,81.93,716.5,28.77,30.22,1.21,1330.51,53.42,[1LB 0I 4RG],12.5,[0LB 2I 0RG],6.25,68.75,No
102,破曉丶,埃提耶什,CN,2022-06-10 21:56:05,1m 46s,ZYDx8TjyWk3VbKXM,https://classic.warcraftlogs.com/reports/ZYDx8TjyWk3VbKXM?fight=23&source=3&type=healing,2489.37,230,230,818,664,7,1,1,2,0,3,14112.79,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Redeemer's Alchemist Stone,97.84,653.59,26.26,317.77,12.77,1337.39,53.72,[1LB 1I 2RG],28.57,[1LB 0I 2RG],23.81,95.24,Yes
103,财富顾问,席瓦莱恩,CN,2022-07-10 10:30:33,1m 31s,afxRv1j7bnDp6Q9m,https://classic.warcraftlogs.com/reports/afxRv1j7bnDp6Q9m?fight=13&source=5&type=healing,2478.81,269,269,737,667,6,1,1,1,0,3,13880.89,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,88.73,666.19,26.88,301.94,12.18,1369.69,55.26,[0LB 0I 1RG],21.05,[1LB 0I 1RG],15.79,68.42,No
104,Me,奥罗,CN,2022-07-21 10:15:45,1m 14s,Yzd7qxMaGRjptKnD,https://classic.warcraftlogs.com/reports/Yzd7qxMaGRjptKnD?fight=35&source=19&type=healing,2472.75,177,177,802,678,6,1,1,2,0,2,15223.95,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Scarab of the Infinite Cycle,95.96,730.83,29.56,284.74,11.52,956.68,38.69,[1LB 1I 0RG],18.75,[1LB 0I 1RG],12.5,93.75,Yes
105,呆萌德,维希度斯,CN,2022-06-10 08:23:50,1m 30s,a67NqfAZWGRnF4Mb,https://classic.warcraftlogs.com/reports/a67NqfAZWGRnF4Mb?fight=24&source=5&type=healing,2470.48,239,239,752,664,6,1,1,1,1,2,14057.52,Yes,1,Yes,Yes,Essence of the Martyr,Redeemer's Alchemist Stone,97.16,483.57,19.57,325.92,13.19,1285.43,52.03,[2LB 2I 1RG],11.11,[1LB 2I 2RG],11.11,72.22,Yes
106,泻停封,巨人追猎者,CN,2022-06-09 08:09:55,1m 44s,zfAJpPrFb3mMk2h7,https://classic.warcraftlogs.com/reports/zfAJpPrFb3mMk2h7?fight=22&source=3&type=healing,2467.66,282,282,675,658,6,1,1,1,1,2,14006.42,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Memento of Tyrande,86.81,683.78,27.71,200.47,8.12,1110.22,44.99,[1LB 3I 1RG],17.65,[1LB 1I 1RG],11.76,64.71,No
107,财富顾问,席瓦莱恩,CN,2022-07-15 02:49:04,1m 44s,bjcm2Y3DvNyJAKxa,https://classic.warcraftlogs.com/reports/bjcm2Y3DvNyJAKxa?fight=6&source=21&type=healing,2466.32,269,269,737,667,6,1,1,2,0,2,14254.19,Yes,1,Yes,Yes,Scarab of the Infinite Cycle,Memento of Tyrande,94.34,716.93,29.07,266.79,10.82,1272.81,51.61,[0LB 0I 1RG],14.29,[1LB 1I 0RG],9.52,71.43,Yes
108,坐墙头等绿杏,莫格莱尼,CN,2022-06-23 07:55:02,1m 34s,yLpn9maxJ7KX6ZWF,https://classic.warcraftlogs.com/reports/yLpn9maxJ7KX6ZWF?fight=13&source=20&type=healing,2463.03,300,300,637,619,7,1,1,1,1,3,14238.42,Yes,0,Yes,Yes,Darkmoon Card: Blue Dragon,Memento of Tyrande,27.45,208.64,8.47,166.07,6.74,1979.01,80.35,[0LB 0I 5RG],33.33,[0LB 1I 4RG],20.0,26.67,No
109,丨照美冥丨,帕奇维克,CN,2022-06-16 08:04:19,1m 55s,CNhwVR6z4c87Z2TG,https://classic.warcraftlogs.com/reports/CNhwVR6z4c87Z2TG?fight=20&source=78&type=healing,2455.2,212,212,718,616,7,1,1,1,1,3,14562.88,Yes,1,Yes,Yes,Essence of the Martyr,Memento of Tyrande,9.64,37.46,1.53,37.53,1.53,2244.56,91.42,[0LB 0I 5RG],50.0,[0LB 1I 4RG],25.0,12.5,No
110,一杯马爹利,雷霆之击,CN,2022-06-03 08:55:26,1m 32s,z3yPL8a2BQTYJ7Xt,https://classic.warcraftlogs.com/reports/z3yPL8a2BQTYJ7Xt?fight=29&source=2&type=healing,2454.69,244,244,734,639,7,1,1,2,0,3,14347.76,Yes,0,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,81.96,427.22,17.4,0,0.0,1938.55,78.97,[1LB 0I 3RG],16.67,[2LB 0I 1RG],11.11,72.22,Yes
111,卿丶小蛮,安娜丝塔丽,CN,2022-07-01 08:27:07,1m 57s,T6byWBxh7jrvGJzV,https://classic.warcraftlogs.com/reports/T6byWBxh7jrvGJzV?fight=22&source=39&type=healing,2453.94,321,321,709,650,7,1,1,1,1,3,13877.52,Yes,1,Yes,Yes,Redeemer's Alchemist Stone,Essence of the Martyr,56.19,415.2,16.92,11.66,0.48,1904.86,77.62,[0LB 0I 5RG],35.0,[0LB 0I 2RG],10.0,25.0,No
112,毛毛姐,德姆塞卡尔,CN,2022-07-24 07:30:45,1m 16s,rHJQ934vtqwLYd6W,https://classic.warcraftlogs.com/reports/rHJQ934vtqwLYd6W?fight=9&source=17&type=healing,2449.9,305,305,661,689,6,1,1,0,1,3,14574.29,Yes,0,Yes,Yes,Memento of Tyrande,Scarab of the Infinite Cycle,63.3,336.24,13.72,0,0.0,1808.85,73.83,[0LB 0I 5RG],21.43,[2LB 0I 2RG],14.29,35.71,No
113,阿基蕾拉,碧空之歌,CN,2022-06-25 08:23:49,1m 47s,YhbpW8xanZJkNKjH,https://classic.warcraftlogs.com/reports/YhbpW8xanZJkNKjH?fight=1&source=26&type=healing,2448.68,253,253,783,650,7,1,1,1,1,3,15403.04,Yes,1,Yes,Yes,Glimmering Naaru Sliver,Redeemer's Alchemist Stone,5.35,13.93,0.57,32.02,1.31,2327.17,95.04,[0LB 0I 5RG],66.67,[0LB 1I 4RG],20.0,0.0,No
